ID,question,answer
JDfzEWnrq1g_100_000-110_000.wav,Does this audio indicate the presence of cough?,yes
JdMje98ZhLE_41_000-51_000.wav,Does this audio indicate the presence of speech?,yes
JDYmB0IPwdY_20_000-30_000.wav,Does this audio indicate the presence of cough?,no
JKUSKYdYo9w.wav,Does this audio indicate the presence of cough?,yes
jl8WnXpBHlc_20_000-30_000.wav,Does this audio indicate the presence of sneeze?,yes
JlRG_Y8Arnk_90_000-100_000.wav,Does this audio indicate the presence of throat-clearing?,no
JLtieDCSa6Y.wav,Does this audio indicate the presence of sneeze?,no
jMyY06bjVRA_80_000-90_000.wav,Does this audio indicate the presence of speech?,yes
Jogry7CVLzA_7_000-17_000.wav,Does this audio indicate the presence of sneeze?,yes
jORnUojz4oI_10_000-20_000.wav,Does this audio indicate the presence of sneeze?,yes
jQD7zwuQYxY_22_000-32_000.wav,Does this audio indicate the presence of throat-clearing?,no
jUbHiX3EFKA_18_000-28_000.wav,Does this audio indicate the presence of throat-clearing?,no
jxJh2KUReyQ_80_000-90_000.wav,Does this audio indicate the presence of silence?,yes
jYZ__Oi9V2U_3_000-13_000.wav,Does this audio indicate the presence of speech?,yes
jZyqNN6WCiw_20_000-30_000.wav,Does this audio indicate the presence of cough?,No
k4IeljH1Leg_0_000-10_000.wav,Does this audio indicate the presence of cough?,yes
K6Ff4JRgj0s_30_000-40_000.wav,Does this audio indicate the presence of sniffle?,no
K7-P2PyLXVk_130_000-140_000.wav,Does this audio indicate the presence of cough?,No
K7k1tH72E4k.wav,Does this audio indicate the presence of cough?,yes
kASj4GYFWBE_110_000-120_000.wav,Does this audio indicate the presence of sniffle?,no
KbIw9tsxoUk_10_000-20_000.wav,Does this audio indicate the presence of cough?,yes
kcqnU46qIxw_70_000-80_000.wav,Does this audio indicate the presence of silence?,yes
kc_EQ3mPiG0_10_000-20_000.wav,Does this audio indicate the presence of sniffle?,yes
Kg7YdqBtqYc_0_000-9_000.wav,Does this audio indicate the presence of cough?,No
kGStUSW6xpc_50_000-60_000.wav,Does this audio indicate the presence of sniffle?,no
khC7ed0_Kvs.wav,Does this audio indicate the presence of throat-clearing?,no
KKsltQhn-FE_330_000-340_000.wav,Does this audio indicate the presence of sneeze?,yes
kL_-XdzJQ3g.wav,Does this audio indicate the presence of sniffle?,no
kmfFzx0vPL4_130_000-140_000.wav,Does this audio indicate the presence of throat-clearing?,no
kOheqjodDmw.wav,Does this audio indicate the presence of speech?,yes
koLleeAndnY_60_000-70_000.wav,Does this audio indicate the presence of throat-clearing?,no
KoUw2T0QKgY_70_000-80_000.wav,Does this audio indicate the presence of cough?,no
KQdTp3XploQ_20_000-30_000.wav,Does this audio indicate the presence of cough?,yes
KygTjGoFJHc_10_000-20_000.wav,Does this audio indicate the presence of sniffle?,no
KyorpiOYtHU_30_000-40_000.wav,Does this audio indicate the presence of speech?,no
KYXkh8Z9JVs_190_000-200_000.wav,Does this audio indicate the presence of cough?,no
KZVVntxx99s_10_000-20_000.wav,Does this audio indicate the presence of sniffle?,no
k_ry9us3pAQ_90_000-100_000.wav,Does this audio indicate the presence of speech?,no
L-YMkXgbKJk_50_000-60_000.wav,Does this audio indicate the presence of cough?,yes
l0bXGRHdWXQ_70_000-80_000.wav,Does this audio indicate the presence of speech?,no
L4ntr1A5Euw_60_000-70_000.wav,Does this audio indicate the presence of cough?,No
l4t0sPybWEc_10_000-20_000.wav,Does this audio indicate the presence of cough?,yes
L76160fJoNc_40_000-50_000.wav,Does this audio indicate the presence of speech?,no
l7fSQ6fluVg_340_000-350_000.wav,Does this audio indicate the presence of sneeze?,no
l7LdZLdly_Q_50_000-60_000.wav,Does this audio indicate the presence of speech?,no
l9yY9jY4fwk_190_000-200_000.wav,Does this audio indicate the presence of throat-clearing?,no
lBcxTNg7Aog_30_000-40_000.wav,Does this audio indicate the presence of sniffle?,no
lBqR3TNF6VI_180_000-190_000.wav,Does this audio indicate the presence of sneeze?,no
LDCHOGG9jqo_10_000-20_000.wav,Does this audio indicate the presence of sniffle?,no
lddQ1ertGtQ_90_000-100_000.wav,Does this audio indicate the presence of sniffle?,no
ldnMvQa-12g_480_000-490_000.wav,Does this audio indicate the presence of throat-clearing?,no
lH6ym1UrlnE.wav,Does this audio indicate the presence of cough?,yes
LiHQ6oUWCNM_70_000-80_000.wav,Does this audio indicate the presence of speech?,yes
lj3UH3ZE2lg_0_000-10_000.wav,Does this audio indicate the presence of cough?,yes
LKTNNCtAurE_10_000-20_000.wav,Does this audio indicate the presence of sniffle?,no
lN6H0_PqKME_10_000-20_000.wav,Does this audio indicate the presence of speech?,no
lNMDJjJvsUo_90_000-100_000.wav,Does this audio indicate the presence of speech?,no
Lp78UxPuWQU_10_000-20_000.wav,Does this audio indicate the presence of cough?,No
LpnHXuod-JM_0_000-10_000.wav,Does this audio indicate the presence of cough?,yes
lSf2DaFhcK4_90_000-100_000.wav,Does this audio indicate the presence of cough?,no
lsxKT442lio_70_000-80_000.wav,Does this audio indicate the presence of sneeze?,yes
lTGJX5f2scI.wav,Does this audio indicate the presence of cough?,yes
ltSjE9KreEo_60_000-70_000.wav,Does this audio indicate the presence of sniffle?,yes
lWB579w24eU_80_000-90_000.wav,Does this audio indicate the presence of throat-clearing?,no
LXR5pZHQtmM_90_000-100_000.wav,Does this audio indicate the presence of cough?,yes
lyKZIADD0Ms_210_000-220_000.wav,Does this audio indicate the presence of cough?,yes
L_ef3cFnySg_80_000-90_000.wav,Does this audio indicate the presence of sneeze?,yes
M39Q8n8OACQ_470_000-480_000.wav,Does this audio indicate the presence of speech?,yes
M3ZC3WCKkVM_0_000-10_000.wav,Does this audio indicate the presence of sneeze?,no
m4-scLAjjTY_20_000-30_000.wav,Does this audio indicate the presence of speech?,no
M4wypm8JEBg_60_000-70_000.wav,Does this audio indicate the presence of sneeze?,no
M5E6gS3pAMo_10_000-20_000.wav,Does this audio indicate the presence of speech?,no
M6bs_l-76uw.wav,Does this audio indicate the presence of cough?,yes
M8CTQjgZtaY_60_000-70_000.wav,Does this audio indicate the presence of cough?,no
Mcuhv1hT78E_0_000-10_000.wav,Does this audio indicate the presence of throat-clearing?,no
MdCSz2cZQUM_30_000-40_000.wav,Does this audio indicate the presence of sniffle?,no
MF5oxE3J8Yw_20_000-30_000.wav,Does this audio indicate the presence of silence?,yes
MHdNcwiHMqM_0_000-10_000.wav,Does this audio indicate the presence of sniffle?,no
Mhy0SUd3DL8_190_000-200_000.wav,Does this audio indicate the presence of throat-clearing?,no
mISc-Iebq64_510_000-520_000.wav,Does this audio indicate the presence of cough?,yes
MJFQUlHQvBw_390_000-400_000.wav,Does this audio indicate the presence of sniffle?,no
Ml-KbxILigA_30_000-40_000.wav,Does this audio indicate the presence of speech?,no
Mly3EKf9otg_10_000-20_000.wav,Does this audio indicate the presence of cough?,yes
mnVH8POcOoc_200_000-210_000.wav,Does this audio indicate the presence of cough?,yes
mNxDSslUFqk_0_000-10_000.wav,Does this audio indicate the presence of sneeze?,yes
MNxv-JZEncE_20_000-30_000.wav,Does this audio indicate the presence of speech?,yes
moCH4rpHk78_30_000-40_000.wav,Does this audio indicate the presence of sniffle?,no
MoQC9PsNnk4_30_000-40_000.wav,Does this audio indicate the presence of sneeze?,no
MPUShjrdzow_30_000-40_000.wav,Does this audio indicate the presence of speech?,yes
mQITX62D_3s.wav,Does this audio indicate the presence of cough?,yes
MRzEscxFTwk_20_000-30_000.wav,Does this audio indicate the presence of cough?,no
mUvMGoyCiyI_300_000-310_000.wav,Does this audio indicate the presence of silence?,yes
mvAcwJ1DGJA_380_000-390_000.wav,Does this audio indicate the presence of silence?,yes
mVamaP3xUw0.wav,Does this audio indicate the presence of sniffle?,no
MVLEz28ZdFU.wav,Does this audio indicate the presence of sniffle?,no
MvqUmfD92AE_0_000-8_000.wav,Does this audio indicate the presence of sneeze?,yes
myd5Ug6s58I_0_000-9_000.wav,Does this audio indicate the presence of silence?,yes
MygBOLdnJpw_170_000-180_000.wav,Does this audio indicate the presence of silence?,yes
M_p8j7j7w0A_110_000-120_000.wav,Does this audio indicate the presence of speech?,yes
n0YvUzf6yaM_0_000-10_000.wav,Does this audio indicate the presence of cough?,yes
N2JDJDZyzz0_180_000-190_000.wav,Does this audio indicate the presence of silence?,yes
n5Q_FOemA6c_120_000-130_000.wav,Does this audio indicate the presence of cough?,no
n6HEkpSJtu0_0_000-10_000.wav,Does this audio indicate the presence of speech?,no
N8CmyYsEdAs_40_000-50_000.wav,Does this audio indicate the presence of throat-clearing?,no
NBJggqxj5ZA_180_000-190_000.wav,Does this audio indicate the presence of sniffle?,no
nBuw_KZXT_k.wav,Does this audio indicate the presence of cough?,yes
NC30VSM-raQ_70_000-80_000.wav,Does this audio indicate the presence of throat-clearing?,no
nfdEAfLG7qQ.wav,Does this audio indicate the presence of vomit?,yes
nfHmIpSinQg_30_000-40_000.wav,Does this audio indicate the presence of sneeze?,yes
Nfjob0snU5Y_20_000-30_000.wav,Does this audio indicate the presence of sneeze?,no
NfUONhpVA0Q_30_000-40_000.wav,Does this audio indicate the presence of cough?,yes
nge5pZwMi6w_20_000-30_000.wav,Does this audio indicate the presence of sniffle?,no
Nhv2vLJf0jM_140_000-150_000.wav,Does this audio indicate the presence of throat-clearing?,no
nIBRNVTxo8w_0_000-10_000.wav,Does this audio indicate the presence of throat-clearing?,no
Nihn9j68pBE.wav,Does this audio indicate the presence of sneeze?,no
Nii9mVDncLk_20_000-30_000.wav,Does this audio indicate the presence of silence?,yes
NjazulpHxNY.wav,Does this audio indicate the presence of sniffle?,yes
nK04u0NuenA.wav,Does this audio indicate the presence of speech?,yes
nkwMqCHldFo_20_000-30_000.wav,Does this audio indicate the presence of throat-clearing?,no
nL3LUxrWEpA_170_000-180_000.wav,Does this audio indicate the presence of speech?,yes
Nmw58r0EBVM_120_000-130_000.wav,Does this audio indicate the presence of speech?,yes
noONbm0WhLk_30_000-40_000.wav,Does this audio indicate the presence of sniffle?,no
NSBAv1UxHB4_20_000-30_000.wav,Does this audio indicate the presence of cough?,yes
nsGMs8LW6Qs_40_000-50_000.wav,Does this audio indicate the presence of speech?,yes
NTwtl5HXYTE_50_000-60_000.wav,Does this audio indicate the presence of speech?,yes
nufrN47bYlk_60_000-70_000.wav,Does this audio indicate the presence of speech?,no
nuxxMOqKpG4_40_000-50_000.wav,Does this audio indicate the presence of speech?,no
nvmaZvWU-tA_50_000-60_000.wav,Does this audio indicate the presence of sneeze?,yes
nz0qYNbFGD4_30_000-40_000.wav,Does this audio indicate the presence of cough?,yes
n_Yf7QYcxmA_110_000-120_000.wav,Does this audio indicate the presence of cough?,No
O-nRSDY2nE0_20_000-30_000.wav,Does this audio indicate the presence of silence?,yes
O17YnAPhb40_0_000-9_000.wav,Does this audio indicate the presence of silence?,yes
O2xO6yB6ggM_0_000-10_000.wav,Does this audio indicate the presence of sniffle?,no
o57a81w9c-k_100_000-110_000.wav,Does this audio indicate the presence of speech?,yes
O5fU7Nm1a1E_170_000-180_000.wav,Does this audio indicate the presence of cough?,No
o5oS4ruiZ6g_180_000-190_000.wav,Does this audio indicate the presence of speech?,no
O7fLmQhzQSA_20_000-30_000.wav,Does this audio indicate the presence of speech?,yes
o8zJ_AjJ388_10_000-20_000.wav,Does this audio indicate the presence of speech?,yes
ObbEE5JoDJE.wav,Does this audio indicate the presence of throat-clearing?,no
OBFgL1gfliI_60_000-70_000.wav,Does this audio indicate the presence of sneeze?,no
oBLLs2UcJbQ.wav,Does this audio indicate the presence of sniffle?,no
OcRian470no_230_000-240_000.wav,Does this audio indicate the presence of sniffle?,no
OFuniBSO6pA_50_000-60_000.wav,Does this audio indicate the presence of speech?,yes
oGf-eDCiQfg_70_000-80_000.wav,Does this audio indicate the presence of speech?,yes
